audio_path,transcript
TheDirection_14_14_127708_136873.wav,بعد تمرين و[stretch]ات وهذا تقدر توصل 
TheDirection_14_15_136873_153529.wav,كله يقولك الجهاز العصبي يلعب دور هو اللي يعطيك المرونه وغيره. 
TheDirection_14_16_153529_170022.wav,ف- أنا بغيت أعرف ال[qualifications] مالك عبدالله، ما بسألك من هو عبد الله، أو شو طفوله عبدالله أنزين؟ خبرنا عبد الله 
TheDirection_14_17_170022_182738.wav,[Okey] الجانب [formal] من حياتي أنا 
TheDirection_14_18_182738_184217.wav,ليش في عبد الله؟
TheDirection_14_19_184217_185004.wav,شو هو؟
TheDirection_14_20_185004_196507.wav,أنا موب أول شخصه، سبحان الله أنا عندي ناس حتى من الأهل المجال اللي يتخص يدرسونه 
TheDirection_14_22_208777_209467.wav,كم عمرك أنت؟
TheDirection_14_23_209467_223961.wav,بالضبط هي يعني أنت زين منك يالس تاخد قراراتك يعني اليوميه. أنا ما أقولك على [shorter] فأنت شو خلاص [you go with the flow] يلا شوي بابا شوي كلكم هندسه وهندسه تأكل عيش راتبها حلو يا الله كلنا هندسه.
TheDirection_14_24_223961_241590.wav,مع الوقت ويوم أنت تدخل 
TheDirection_14_25_241590_255661.wav,"هي بتكون نسبه تسعه وتسعين يعني إتقبل منك لا، يبون شو هو ال [extra-curricular] مالك، [What makes you different, academically] وايد ناس جامدين في العالم الموضوع [Academically] الموضوع [literally] جرأه، اقرأ، وأحفظ وأفهم وجدم في النهايه عرفت. "
TheDirection_14_26_255661_266939.wav,أما إنك تكون مبدع 
TheDirection_14_27_266939_281950.wav,"وعرفت إني أنا مش مستقيم في هذا المجال، أنا مستقيم في مجال آخر تمامًا ما له علاقه بالهندسه مول، يمكن له علاقه بشي واحد في الهندسه الفيزيا اللي هو [thermo dynamics] اللي هي نطبقها نحن في موضوع [calories, macros, thermo dynamics law, calories in calories out]. "
TheDirection_14_28_281950_295597.wav,رحت أمريكا 
TheDirection_14_29_295597_307289.wav,وفي كل مجالات 
TheDirection_14_30_307289_318692.wav,أعطيك مثال يعني يسوون باجر أنا قول أنا فاتح معهد ديني وتعالوا بعلمكم عن القرآن والسنه، وبتم أعطيه كله أحكام فقهيه وتوحيد بدون ما أرجع لمستند ديني، تحس إنه في شيء غلط صح؟
TheDirection_14_31_318692_331308.wav,"غير يميك معهد يعلمك عن يعلمك عن [body building]، يعلمك عن [body anatomy] يعني تشريح الجسم، ويعلمك عن [biomechanics] طريقه ميكانيكيه الجسم، يعلمك عن [calories, macros]،ويعلمك [recovery]، ويعلمك [Pharmacology for body building]."
TheDirection_14_32_331308_339999.wav,ولكن لكل شي يذكره يا في [Case study]، يا في [Evidence base to study]، يا في [Metanalysis]، يا في [Peer review]، يعطيك [Reference]. 
TheDirection_14_33_339999_350017.wav,"وبالتالي يوم تدرس تطمن [okey] عادي [add make sense, okey] الحين "
TheDirection_14_34_350017_358313.wav,معناته إنه في تحديث ولكن مبدئيًا أخذ باللي مكتوب أطبقه على أرض الواقع، جوش يطلع ويانا، هذي متعه [bodybuilding]. 
TheDirection_14_35_358313_361410.wav,تقدر اتطبق بعد على نفسك تزيد تشوف الشي.
TheDirection_14_37_376642_391540.wav,سبحان الله الخبره وايد مهمه وايدين ما شا الله من الأبطال 
TheDirection_14_40_410100_420055.wav,مشيته على أقصى تمرين معين بعشوائيه بدون ما أحسب [volume]، نشف بالتالي أقدر أمشيك أشاره وأقدر أمشيك جرجره 
TheDirection_14_41_420055_436952.wav,وصل البيت الحين يوم هذا الشخص وصل الببت منو اللي 
TheDirection_14_42_436952_447188.wav,الإنجاز الحقيقي يعني إذا إنت بتدخل في مجال معين التغيير للأصح في تغيير للشين وهذا ما نباه، في تغيير للزين فإذا أنت شو سويت للمجتمع؟ 
TheDirection_14_43_447188_461743.wav,"أنا يبت ما أقولك يبت أنا وعيت المجتمع في موضوع [calories, macros]. هذا إنجاز أنا سويت [calories dot E] وخليت وايد مطاعم تحسب [calories]. ما كانوا يحسبونها هاي مو شغلتي أنا شغلات جهات ثانيه. "
TheDirection_14_44_461743_474313.wav,"سويت [businesses] وفي النهايه هو [businesses] وفي النهايه بيصب في مصلحتي  ماديًا، ولكن [businesses i belive in, power building]أؤمن بالجوه و [physic] الزين و condition] الزين. "
TheDirection_14_45_474313_485240.wav,"فسويت [dungeon power building gym] أؤمن [calories, macros] وإن الموضوع كله موضوع [thermo dynamics]، وكل احتياجك وبتحصل نتيجه تباها فسويت مطبخ إذا[fit your macros]. "
TheDirection_14_46_485240_494826.wav,حطيت كل أنواع الأكل براتا، كيما وحتي فلازيا حطيت ولكن [fit your micros] يعني حتى هذا ال[child] اسمه تشاي سنجيلي>
TheDirection_14_47_494826_497912.wav,حاسب [calories] هذا. 
TheDirection_14_49_512037_526065.wav,يا ريال ياهل توه ردنا امريكا يجص عليكم وكلهم أحين هم نفسهم يا مشتركين في[events markers] يا عندي في [danger] يا [clients] عندي ومش هذا من باب يعني الغرور ولا شي استغفر الله لكن من باب أنه.
TheDirection_14_50_526065_539961.wav,يوم ترد ورا وتشوف الحين تشوف نعم المؤشرات كلها جامت في واشه طيبه وايد أشياء تحسنت، فهني هذا إنجاز بالنسبالي، إحنا إن شاء الله بندخل في هالموضوع هذا بعد بنتعلم منك وايد إن شاء الله في هالموضوع. 
TheDirection_14_51_539961_548832.wav,بس خلنا نرد [qualification]. فالحين إنت تكلمت عن الجانب الأكاديمي من ناحيه الدراسه مهندس ما شاء الله عليك أنزين، في مجال الرياضه.
TheDirection_14_52_548832_566890.wav,"مجال الرياضه كان عندي [qualification] اسمه [ISSA, International science sports Authority]. مع الوقت موضوع الشهادات أستوي مع الوقت [marketing tool] لبعض الشركات. فتحس يبدون ياخذون يستوي، يسمونه بالإنجليزي [Buys studies]. "
TheDirection_14_53_566890_577299.wav,فيروح تروح الشركه هذه علشان تروج لمنتج معين تحطلك [study] يثبت إن هذا المنتج صح وال[study] لو تتعمق فيه وتسوي له [analysis] يطلع [study] كله غلط. لإن [spelencer by] جهة معينه.
TheDirection_14_54_577299_578562.wav,شو اسم الشهاده؟[IS].
TheDirection_14_56_578590_592304.wav,[ISSA] أيه، بعدين شفتهم يسوون[sponcor] حق مثلًا [Kai Greene]، مش [Impester] زين حق [bodybuilding] عرفت. يعني ما حسيت إن الشهاده يعني أفتخر فيها ولا إني أقول أنا عندي [ISSA]. 
TheDirection_14_58_594626_595440.wav,[Kai Greene]؟
TheDirection_14_60_600994_604652.wav,أنا اتحريتك [old school] شارتي أنا بتقول توري يتس.
TheDirection_14_61_604652_619361.wav,أنا [old school] في موضوع ال[Influencing] مش ال[Influencing] بس في موضوع [Entertaining] بعد، يعني أنا أميل لهم كقدوه في موضوع الجسم والشكل وال[work athic]، لكن في موضوع العلم محد كان يطبق العلم في موضوع أخد من كل بستان ورده. 
TheDirection_14_63_619425_621145.wav,أو بشكل يعني بسيط.
TheDirection_14_64_621145_623672.wav,يعني أحب ال [fib] مالهم كان وايد حلو.
TheDirection_14_65_623672_634485.wav,[Assessability] أو الوصول للمعلومه قبل هايج الأيام مو بنفس السهوله، يعني [Dorian Yates] اتذكر كان يتكلم أنا [Dorian Yates] هاي تشوف هاي الوقفه هاي اللي على [stage].
TheDirection_14_66_634485_647058.wav,بالنسبالي أنا أجمل وقفه، [Dorian Yates] يوم يوقف علي ال[stage] كأنه ما في حد واجف علي [stage] غيره هو، [this to me] يعني [Dorian Yates] بالنسبالي من أفضل [bodybuilders] وايد أحب وقفته. 
TheDirection_14_67_647058_654040.wav,حتى هو اللي غير 
TheDirection_14_69_654075_671252.wav,نعم 
TheDirection_14_71_675372_679187.wav,وهذي تشمل تدريب، تغذيه.
TheDirection_14_72_679187_685442.wav,"أيه في عندهم وايد شهادات. عندهم [personal training]، وعندهم شهاده [bodybuilding specialist] وعندهم شهاده [Nutrition, advance nutrition]. "
TheDirection_14_73_685442_694716.wav,أنا أخذت [bodybuilding specialist] الصراحه يعني ما حسيت إني استفدت أي شي، كان بس مراجعه نفس [personal training] نفس الكلام ما حسيت إنه وايد استفدت. 
TheDirection_14_74_694716_712373.wav,"بعد هذا كله تعرفت على جروب شباب واخدين [course, researcher] دكتور اسمه [Mano hazelmen, Mano hazelmen] ما شا الله عليه  يعني داخل، أحيانًا الإنسان ترى ريحنا وايد في عالم [bodybuilding] يعني دوم أقول حق الناس. نحن وايد نتطلع [body builders] يوقفون علي [stage]. "
TheDirection_14_75_712373_725676.wav,وننسى منو اللي فعلًا يابلنا هذي المعلومات على طبق من ذهب، سنين ونسوي [research] واحد [control research] ييب مجموعه من الناس يطبق عليهم شي واحد ويسوي [control]عشان يقولك في النهايه شو؟
TheDirection_14_76_725676_739116.wav,[Using changes while working out can increase strong]،أنت متخيل أنه يتعب ها كله علشان يجيب لك معلومه حلوه، وأنت داخلها بارده مبرده وتطبقها على أرض الواقع وأنت مستفيد، ها داخله في كواليس [Mano hazelmen].
TheDirection_14_77_739116_743911.wav,كمان اشتركت عنده [course] تسع شهور أسبوع طاف اللي خلصت 
TheDirection_14_78_743911_744930.wav,يوم كامل ها؟
TheDirection_14_79_744930_758218.wav,"وايد [advance] يعني حتى [Mano hazelmen] في ال[course] يقول [few graduate from Mano hazelmen course, you should value yourself] إنت مو بنفس أي [personal trainer] ثاني، فإن شاالله إن شاالله ننجح و حبه حبه."
TheDirection_14_81_758246_773452.wav,لا ما شاء الله عليك فلا على موضوع [accessibility] نسيت أذكر هاي النقطة سهوله الوصول للمعلومه [Dorian Yates] كان يتكلم عن كيف كانت المعلومه صعبه من ناحيه تغذيه، من ناحيه تمرين؟ على أيامهم وايد صعبه.
TheDirection_14_82_773452_780444.wav,"فيقول أنا [I had to do lots of research, lots of reading]. هسه مسوي بريطانيا قبل ما ينتقل لامريكا كان الموضوع وايد صعب."
TheDirection_14_83_780444_790228.wav,الحين نفس اليوم نحن 
TheDirection_14_84_790228_806243.wav,لازم تصير، تسير المكتبه مال المدرسه مثلًا، أو يسير المكتبه العامه حاول تحصل المعلومه أو إذا أنت كنت محظوظ تعرف حد ممكن يوصل لك المعلومه هاي. فسهوله الوصول للمعلومه 
TheDirection_14_85_806243_822177.wav,والدليل على أرض الواقع عندك الحين [bodybuilders amateurs] هواه أجسامهم اتخوف لأن خلاص المعلومات [protocol] سويت وايد أسهل، والوصول لهدف سوي أسهل عن قبل بوايد والدليل إن العدد وايد زاد، لو نرجع للسبعينات كم إيليت [bodybuilder] نعرف؟ عشره. 
TheDirection_14_86_822177_835707.wav,"[Franco Columbo, Arnold, mike mentzer, frank] أربعه خمسه سته سبعه كيلو وايد نعرفهم، نسميهم [the golden area]. ترا [golden area] كان سبعه انفار بس، ترى قبل كانوا وايد أحلى عن حين. ترى قبل كانوا سبعه انفار بس يتمرنون حديد. "
TheDirection_14_87_835707_847657.wav,الحين تعال 
TheDirection_14_88_847657_855047.wav,وكلهم [condition] وكلهم [muscle] عندهم كتل عضليه زينه. فها الدليل لنا سهوله المعلومه متل ما قلت. 
TheDirection_14_89_855047_869802.wav, بس عبد الله من حيث الشكل، الحين هذا ما كنت حاطت في بالي نتكلم عن الموضوع هذا الحين لو لا، ولكن من ناحيه الشكل هل تشوف أنت [bodybuilders] الحين؟ كشكل، كهيئه أفضل عن قبل يعني نتكلم عن [Frank Zane]. 
TheDirection_14_90_869802_882078.wav,"هذا [personal fracases] وعشان ذي سوى [categori] اسمه[classic physique, categories classic physique] ردنا لل[golden area] أكثر اللي هو يعتمد [small waist, pressured to, shoulder to waist] يكون وايد. "
TheDirection_14_91_882078_884895.wav,يا أخي الحين ليش ما أشوف [small waist] يعني الخصر اصغير.
TheDirection_14_92_884895_896995.wav,الخصر الصغير 
TheDirection_14_93_896995_908879.wav,"أنت ما تتحكم [muscle bellies] أنت ما تقدر تغير شكل الهواء، أنت ما تتغير ما تقدر تغير [structural frame]، مالك ما تقدر هذي [genetics]، اللي تقدر تغيره [two compositions, body fat, lean body mass]. "
TheDirection_14_94_908879_915074.wav,ف أحين إذا خلنا نفترض  [do have a small waist]هذا ما يخص، مو بإيدك يعني هذا خارج إرادتك عرفت؟
TheDirection_14_95_915074_916032.wav,وهذا يعتمد على.
TheDirection_14_96_916032_921981.wav,فنحن نقول ليش ما عدنا [small waist] نفس قبل? ترى قبل كانوا سبعه تنفار بس اللي عنده سويس ما نعرف أحد غيرهم الحين أصلًا. 
TheDirection_14_98_925513_927212.wav,هذا ما تقدر، 
TheDirection_14_99_927212_927729.wav,أنزين.
TheDirection_14_101_934026_945943.wav,عرفت أحين في عالم [Big Ramy] نحن في [area Big Ramy] نحن في تتكلم عن ثلاث ميه [pound] عضلات واجف علي [stage] إميه وخمسين كيلو عضلات ناشف [percentage body fat] خمسه. 
TheDirection_14_102_945943_947114.wav,تحس تشوف بطنها جي بره.
TheDirection_14_103_947114_956272.wav,لا بطنها بعد [Big Ramy] كفو عليه على ها [size] محافظ علي بطنه ويسوي [mini vacum] 
TheDirection_14_104_956272_967953.wav,وتحصل من كذا مهو يالس يدز في الأكل، ومن كثر ما تدز في محسنات الأداه، ومن كثر ما يدز في [volum of train]. 
TheDirection_14_105_967953_980095.wav,فتحصله بعضهم عندهم [gots] عرفت؟ وهذا شي قبيح في [bodybuilding]، وأصلًا توجه الفتره آخر أربع خمس سنوات من عقب في الهيف مع خصر، تعرف الهيف اللي كان بره توجههم وايد استوي عن موضوع هو كان [controls midsections].
TheDirection_14_106_980095_983800.wav,ال[vacuum] هذا فيه عضله هي تتحكم شو اسمها الترا؟
TheDirection_14_107_983800_986098.wav,في [abdominal wall] من جدام وفي من داخل،
TheDirection_14_108_986098_1002377.wav,"[tra, trans, tranfer C] في هاي الطبقه، ما شاالله بدون مجامله أنت من الناس الفئه القليله اللي أشوفها اللي عندهم ال[vacuum]، أنت يوم تحط الصور [the choose] يبين عندك إنه أنت ما شاء الله عندك هاي القدره وها سبحان الله شي يباله تدريب بعد."
TheDirection_14_109_1002377_1010363.wav,هي من ضمن الأمور وايد معقده 
TheDirection_14_110_1010363_1010981.wav,بيت الغوله.
TheDirection_14_111_1010981_1013786.wav,ويش الأسم 
TheDirection_14_112_1013786_1025652.wav,أحين نرجع لموضوع أنت منو كان قدوه قبل؟ [Dorian Yates]. [Dorian Yates] كانت مره في [temple] صح 
TheDirection_14_114_1025680_1027365.wav,[Dorian Yates] بعد عبدالله.
TheDirection_14_115_1027365_1032162.wav,وايد بس نفس ما جتللك أحبه من باب العقليه، و
TheDirection_14_116_1032162_1033261.wav,فكره مختلف كان في المكان.
TheDirection_14_117_1033261_1038817.wav,أي بس  
TheDirection_14_118_1038817_1054589.wav,ولكن يوم شفت [Dorian Yates] وايد كنت إني حاب [vibe] ماله قلت [okey]، وأنا كان عندي ها، أيام كورونا كان عندي سويت ملحق والوالده توقعت إني بعرس ومعرس تدي أجازه ل[GYM] وسويت الكهف الأسود. 
TheDirection_14_119_1054589_1065451.wav,وتداولوا الشباب باي 
TheDirection_14_120_1065451_1075020.wav,ليش ما أسوي [dungel] فعلًا؟ مع إني كنت ضد إني أسوي [GYM]اتذكر هالكلام، أربع سنوات قبل كنت أقول العوضي شو ما تسوي [GYM]، يا خي مكلف العائد المادي تعبان.
TheDirection_14_121_1075020_1084723.wav,وفعلًا العائد المادي ما بقارنه ب[FMB] يعني، اتخيل تسوي [FMB] طلع [average]ال[break even] مالك في كم؟ في أربع خمس شهور وايد [okey] يعني. 
TheDirection_14_122_1084723_1097546.wav,[GYM] ترى إذا أنت 
TheDirection_14_123_1097546_1108122.wav,"أنا عندي الحمد لله عندي [base of clients, base of followers]، أقدر أيمعهم في مكان واحد أقدر أشوفهم إن [person] يمكن هذا شيء أفضل. وبس وأسوي [dungeon]."
TheDirection_14_124_1108122_1116999.wav,بس 
TheDirection_14_125_1116999_1124817.wav,أنت رياضي، [you do compete] أنت تنافس بعد ساعات. تفتح [gym] مو [headach] إضافي هذا. 
TheDirection_14_126_1124817_1136539.wav,"والله شوف يعني أنا [Jordan Peters] كان يقول هذا الكلام، كان يقول إذا أنت في صغرك [try to push as mush as you can, till you can't push any more]."
TheDirection_14_127_1136539_1147894.wav,لإن هالوقت الوحيد اللي عندك حاول اتطلع كل اللي عندك 
TheDirection_14_128_1147894_1159512.wav,فهذا وقتي إني [I push my all] هذا الوقت تقولي شو البيت فندق، ترد آخر ليل تنام من الصبح تطلع ترا الصبح أطلع أكلي وياي، شنطتي وياي، ملابسي وياي، كل شي وياي. أدري إني أنا برد آخر الليل. 
TheDirection_14_129_1159512_1163886.wav,بس بعد في نفس الوقت يقولها يا أمي أنا يعني إذا ما اشتغل الحين متى بشتغل يعني عرفت؟
TheDirection_14_130_1163886_1173765.wav,"هاي من ضمن انا وايد أحب [Jordan Peters] ومن أفضل الأشياء اللي سمعتها من [Jordan Peters] إن يوم قال [you choose one thing, you give it hunderd precent]، تختار شي واحد وعطى إميه بالميه. "
TheDirection_14_131_1173765_1178601.wav,أنا ضد إني أتفرع في وايد أشياء [one thing give it all] حتي وإن [comes to business].
TheDirection_14_132_1178601_1179352.wav,إميه بالميه.
TheDirection_14_133_1179352_1191092.wav,أقدر أفتح [Business coffee shop] وأقدر أطلع فلوس منه بس أفتح بشي [believe in] عشان [I put] كل اللي عندي عليه، أحمد في المقابله اللي طافت أحمد بن شيبه، صاحب [Aqua fun].
TheDirection_14_134_1191092_1203734.wav,قال كلمه وايد حلوه في المقابله قال في فتره وهاذي تجربه كانت في حياته غيرت فكره، كل ما يتعلق في الحياه وشو اللي لازم أسويه، شو اللي لازم ما أسويه؟
TheDirection_14_135_1203734_1221193.wav,في موقفين، موقف يوم يته الإصابه في ظهره [he is the bodybuilder] وكذا هي أصلا ياته إصابه في ظهره أظن طيحته ست شهور ما يقدر يمشي، لكن الموقف الثاني اللي أثر فيه وايد يقول أنا صرت اشتغل تطوع في مكان أظن برا هاي  البلاد موب أهني.
TheDirection_14_136_1221193_1224510.wav,مثل اللي نسميه نحن دار العجزه دار كبار السن.
TheDirection_14_137_1224510_1225071.wav,[okey].
TheDirection_14_138_1225071_1235840.wav,تختلف التسميات، فيقولي لاحظت إن هذي الكبار الشي الوحيد اللي هم مشتركين فيه كلهم ندمانين على اللي ما سووه. 
TheDirection_14_139_1235840_1250334.wav,الشخص الفلاني أنا كنت أحبه ما جتله مثلًا أنا أحبه وما كنت وياه، المشروع الفلاني كنت أباه أسويه، كنت أحب، كنت أبا أفتح، ذكر بعدين عطاني تفاصيل قالي واحد كان يحب يحلق مثلًا ما سويته يقول هي [regrets this]. 
TheDirection_14_140_1250334_1251345.wav,هو ندمان على هالشي.
TheDirection_14_141_1251345_1254992.wav,أنت ها خلتني مو برد فالليل برد وري  باجر.
TheDirection_14_142_1254992_1268401.wav,صدق الأمور اللي أنت ما تسويها لأن سبحان الله عمر الإنسان جصير. وإن عشت إميه سنه لكن دايمًا أنت الأمور اللي ما سويتها دام ما في شي يعني يغضب الله سبحانه وتعالى ما يخالف العادات، والتقاليد.
TheDirection_14_143_1268401_1268709.wav,مباح.
TheDirection_14_144_1268709_1269691.wav,يا أخي ليش لا؟
TheDirection_14_145_1269691_1270198.wav,ليش لا صح؟
TheDirection_14_146_1270198_1283702.wav,ليش لا؟ وشي وايد زين ينفع الناس. [okey] فحين ما شا الله عرفنا عنده [dungeon] عرفنا الأسم طلع من [Dorian Yates]. وايد حلو إن [Dorian Yates] كان له تأثير عليه [that's good]. 
TheDirection_14_147_1283702_1300861.wav,الحين 
TheDirection_14_148_1300861_1316739.wav,معظمهم حتى ما يعرفوا 
TheDirection_14_149_1316739_1319058.wav,معظم الشباب يحس كانه ما عندهم هالشي هذا
TheDirection_14_150_1319058_1327221.wav,[purpose] بس هالشي لحظه الحين توقف كل شي في الحياه إذا ما في [purpose] ما في نتيجه، مافي [productivity]، فا عشان شي بس.
TheDirection_14_151_1327221_1328876.wav,كيف تواجه يعني شباب اللي يونك [GYM].
TheDirection_14_152_1328876_1346554.wav,أيه أنا الحين ال[GYM] مالي اسمه [the dungeon power building gym] شو معناته؟ معناته أنا استهدف [strong and conditioning athelets] بس فاذا ياني واحد يقولك أنا أبى العب أنا [my goodness endurance] بقوله اقرأ عنوان الجيم شو مكتوب؟
TheDirection_14_154_1346576_1358460.wav,"[Power building gym, I have no place for] خلص أنا واضح مع [audience] مالي. أنا عندي ناس استهدفهم جماعه الجوه، وجماعه ال[bodybuilders] فقط لا غير."
TheDirection_14_155_1358460_1373916.wav,فا عسى بيوم يدخل الشخص عنده [purpose]الحين خلينا نفترض 
TheDirection_14_156_1373916_1384752.wav,وإذا بيهدفك الأثنين بيعلمونك [Powerbuilding] الجوه و[conditioning]، 
TheDirection_14_158_1399544_1411761.wav,يا أخي في المسايد وايد جمت تشوف، يعني مشهد إنه شاب صغير عشرين، واحد وعشرين سنه يالس على كرسي والله عنده مشكله في الركبه.
TheDirection_14_159_1411761_1422517.wav,يا أخي 
TheDirection_14_160_1422517_1425162.wav,[How do you fix this] كيف ممكن اتصلح هالشي هذا؟
TheDirection_14_161_1425162_1434139.wav,"إذا ندخل عالموضوع [mobility, flexbility]هذا، مش اختصاصي اختصاص [physiotherapist]، ما تحس شو؟"
TheDirection_14_162_1434139_1435520.wav,ما تحس إن هذا مهم. 
TheDirection_14_163_1435520_1447797.wav,أنت قصدك [bodybuilders] عندهم [lack of mobility]، أنزين شوف الحين كل رياضه إذا كانت [competitive] كانت تنافسيه 
TheDirection_14_164_1447797_1465291.wav,إذا أنت مثلًا لاعب أماميه ومصارع وخلنا نقول الأماميه هذا [career] مالك أنت تطلع فلوس من أماميه، إذا كنت [competitve] في أماميه، إذا كنت منافس في أماميه، شو [setbacks]؟ هذي إرتجاج في المخ، عرفت؟ وعادي وأشياء خصه إهتزاز المخ عادي تموت، عرفت؟
TheDirection_14_166_1480736_1492154.wav,ولكن هذا اللوم على اللاعب نفسه، ليش ما أخذت ال[mobility] بعين الأعتبار؟ ليش ما تسوي [mobility sessions] قبل 
TheDirection_14_167_1492154_1504071.wav,"الخطأ في التمرين، الخطأ في [technique] والشيء اللي نحن مليون ألف مره عدناه، يا جماعه الخير يوم بتتمرن إتمرن بمدى حركي كامل [full range of motion, full range of motion] يعطيك [mobility, okey]. "
TheDirection_14_168_1504071_1515266.wav,يعني أنت بتقول الحين انزل [full squad] أنزل على ميه وسبعه كيلو، بنزل [full squad] ليش؟ [I have good mobility] لأن أنا عودت عمري خلاص 
TheDirection_14_169_1515266_1523411.wav,فتقولي صل، أطلع فوق، الحمد لله ليش؟ لأنه خذت [mobility] بعين الإعتبار وأدري إن [mobility] بيفيدني 
TheDirection_14_171_1532013_1542084.wav,فا [mobility] وايد مهم في [bodybuilding]، لكن هل إذا أنا ما أخذته بعين الإعتبار يقدر [mobility] يخف وايد إذا زاد وزني وايد؟ نعم يقدر، فكل رياضه لها [consequences].
TheDirection_14_172_1542084_1544075.wav,فهاي نجطه مهمه يوم خاصه تطلع.
TheDirection_14_173_1544075_1547839.wav,حتى ال[golf] يعني [tiger woods]أصابه، عرفت معناه تحس إنه بس تسوي جي يعني.
TheDirection_14_174_1547839_1549101.wav,لا [position] هذا.
TheDirection_14_175_1549101_1551036.wav,بالضبط في.
TheDirection_14_177_1560210_1561023.wav,جدًا جدًا.
TheDirection_14_178_1561023_1573316.wav,أنا شو 
TheDirection_14_179_1573316_1586777.wav,"أنت تبى تكون يوم عمرك ثمانين سنه، سبعين سنه اتروم اتشل ولدك حفيدك من الأرض ترفعه وتروم عضلاتك. [Peter Attia] وايد يعايبني [Peter Attia, Doctor Peter Attia] إذا سمعت عنه."
TheDirection_14_180_1586777_1603332.wav,[Peter Attia] يعني ريال متخصص 
TheDirection_14_181_1603332_1617210.wav,[when he is a hundred years old] عمره إميه سنه يقدر يربط الجوتي، أنت أنا وأنت الحين يوم مفكر اربط الجوتي شو يعني تربط الجوتي لا اربط الجوتي حتى يوم عمرك أنت سبعين سنه، ترى هاي شغله وايد شغله صعبه.
TheDirection_14_182_1617210_1618773.wav,أنا في [balk]أربط وتيا.
TheDirection_14_183_1618773_1624267.wav,فعلًا صدق صدق، فا [Dorian Yates] قال نفس الكلام هذا صعبه تقولها.
TheDirection_14_184_1624267_1628619.wav,"ريال يقول وصلت مرحله في [balg, I can't wear my own socks] أخلي حرمتي تلبسني."
TheDirection_14_185_1628619_1632740.wav,بس بعد بدر أنت لو تفكر فيها نحن كشباب، مره 
TheDirection_14_186_1632740_1636717.wav, أنا من [bodybuilders] اللي وايد أستانس عليهم [Dexter Jackson] وكمال  كمال جرني 
TheDirection_14_187_1636717_1651345.wav,بس بعد بدر أنت لو تفكر فيها نحن كشباب، مره 
TheDirection_14_188_1651345_1660131.wav,أنا من [bodybuilders] اللي وايد أستانس عليهم [Dexter Jackson] 
TheDirection_14_189_1660131_1661225.wav,ما شاالله
TheDirection_14_191_1668562_1675661.wav,موضوع ال[longevity] وأهميته لصراحه هذا أعتقد كلنا نتفق عليه، فوايد مهم. 
TheDirection_14_192_1675661_1687699.wav,لنا نحن للشباب، أخوانا، خواتنا اللي يسمعون، يا أخي أنت تتمرن تركز على [long term] ما نفكر اليوم أو بعد شهرين كيف شكله، وعقب سنه نفكر حق ال[long term].
TheDirection_14_193_1687699_1697293.wav,فا، اللي تفضلت فيه كلام ممتاز جدًا، خبرنا عن [calorie deficit] الفكره هاي اللي طلعت فيها أنت. 
TheDirection_14_194_1697293_1700676.wav,مش فكره طلعت هي قاعده، حاله حال 
TheDirection_14_195_1700676_1702023.wav,اسمحلي كان نتكلم عن الموضوع هذا قبل.
TheDirection_14_196_1702023_1713218.wav,"كان يتكلمون عنها ولكن محد كان يتطرق لها، ليه؟ حتى لو أنت تطلع على آخر كتب الحديثه في عالم التغذيه بالعربي، ما ييبون طريجه [calories in, calories out]. "
TheDirection_14_197_1713218_1725453.wav,فحتى في ناس وايد يقول أنت تشنه مقطوع سرك في بريطانيا. كله ذبحتنا مصلحات إنجليزيه لا تحسس لا تحسسنا إن أنت وايد مثقف تتكلم إنجليزي. أنا أتكلم إنجليزي إنه ما في إلا كتب إنجليزيه درسنا منها. شو تبيي أسوي؟
TheDirection_14_198_1725453_1743184.wav,يلا خلني أكلمك بالعربي، يلا فائض السعرات، يلا شو هذا بعد؟ محد يعرف عجز السعرات [metabolic rate]، معدل الأيض، وا أنا أتعب وأنا أتكلم عرفت؟ فيعني إنت لا تحسسني  لو تكلمت عربي بتفهم ترى لا عربي ولا إنجليزي بتفهم، بس أنا خلني ايه.
TheDirection_14_199_1743184_1750546.wav,استخدامك للغه الإنجليزيه هذا شي أنا أطيح فيه، وأنت تطيح فيه وغيره، لأن هذا الموضوع يرجع لدراسه، لبيئه عمل، لوايد أمور.
TheDirection_14_200_1750546_1758725.wav,أتمنى يكون في كتاب حديث عربي ب[notration] أتمنى، 
TheDirection_14_201_1758725_1763018.wav,أنت ما شا الله عليك أنا بخبرك 
TheDirection_14_202_1763018_1764630.wav,أنا 
TheDirection_14_203_1764630_1783284.wav,أنا ما أعرف شعورك أنا [recovery] سمعتها منك إنت الإستشفاء، ما كنت أعرف شو يعني استشفاء، أول مره قلت تذكرتني يوم أول مره سمعت كلمه التغذيه الراجعه، أذكر كنت في وظيفه في إحدى الجهات. فأسمع حد يقول التغذيه الراجعه. 
TheDirection_14_204_1783284_1788928.wav,أنا تعرف والله جي بيني وبين نفسي شو التغذيه الراجعه يلا بسألك أنا شو التغذيه الراجعه؟
TheDirection_14_205_1788928_1789627.wav,ما أدري.
TheDirection_14_206_1789627_1791369.wav,[feedback].
TheDirection_14_207_1791369_1794328.wav,[fed] أووه لا [feedback].
TheDirection_14_208_1794328_1809843.wav,في مصطلحات أنا أقولك 
TheDirection_14_209_1809843_1810610.wav,صح. 
TheDirection_14_210_1810610_1823784.wav,[Okey] 
